student_id,age,gender,major,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,previous_gpa,semester,stress_level,dropout_risk,social_activity,screen_time,study_environment,access_to_tutoring,family_income_range,parental_support_level,motivation_level,exam_anxiety_score,learning_style,time_management_score,exam_score
138469,26,Male,Biology,2.8,3.0,0.5,No,64.3,8.1,Good,5,PhD,Low,6.4,Yes,4.0,8,2.5,No,5,8.1,Co-Learning Group,No,Medium,3,6,9,Kinesthetic,8.8,96
156985,22,Female,Engineering,5.7,0.0,3.0,Yes,49.3,8.1,Fair,4,Bachelor,Medium,6.2,Yes,3.88,4,3.4,No,4,9.6,Cafe,Yes,Medium,5,9,6,Visual,9.6,96
120730,20,Male,Psychology,3.0,1.6,3.3,No,54.2,7.5,Poor,2,Bachelor,Medium,7.2,No,3.92,8,6.4,No,2,8.1,Library,No,Low,8,3,10,Auditory,4.2,93
159470,20,Female,Psychology,4.5,0.3,3.3,No,40.9,7.1,Good,5,High School,High,5.4,No,3.38,8,3.4,No,3,9.0,Quiet Room,No,Medium,4,9,6,Kinesthetic,1.0,92
100425,19,Male,Computer Science,6.701430679312905,3.0,0.9,No,78.6,5.3,Good,0,High School,Medium,9.6,Yes,4.0,8,1.6,No,4,10.6,Cafe,No,Medium,5,3,10,Visual,8.6,100
134522,28,Female,Arts,3.0,5.0,1.2,No,44.8,7.4,Poor,2,Some College,Low,4.3,Yes,2.94,4,10,Yes,4,11.1,Library,Yes,Low,10,1,10,Auditory,9.5,71
165612,21,Male,Computer Science,7.707070180094553,3.9,2.1,Yes,45.7,4,Poor,4,Bachelor,High,4.9,Yes,3.74,7,2.1,No,3,15.2,Library,No,High,10,8,7,Auditory,3.1,95
123416,19,Female,Computer Science,2.967555366897103,0.2,0.7,No,87.2,8.0,Fair,5,PhD,Low,5.2,Yes,3.5,7,4.5,No,1,4.9,Cafe,Yes,High,4,8,7,Reading,4.3,87
166542,20,Female,Business,5.2,1.2,0.9,Yes,49.4,6.7,Poor,1,Bachelor,Low,6.9,No,3.95,3,1.3,No,0,7.6,Cafe,Yes,Low,9,6,9,Auditory,7.8,96
113947,18,Female,Arts,5.2,4.4,1.7,Yes,44.5,6.1,Poor,4,High School,Medium,6.9,No,4.0,4,8.7,No,4,12.3,Cafe,No,Medium,5,10,5,Reading,1.9,95
139117,27,Other,Psychology,3.1,4.6,4.0,No,42.1,4.9,Good,2,PhD,Medium,10,Yes,3.87,5,3.3,No,4,12.0,Library,No,Medium,9,5,10,Auditory,1.6,98
166540,18,Male,Computer Science,3.840401145713967,4.4,2.0,No,53.1,8.9,Good,4,High School,Low,8.3,No,4.0,1,7.6,No,4,12.0,Dorm,No,Low,3,7,8,Visual,1.5,100
179818,28,Female,Business,0,2.1,1.3,Yes,57.0,5.5,Fair,1,Master,Medium,8.2,Yes,3.96,8,6.7,No,4,3.9,Cafe,No,Low,5,6,9,Visual,8.1,93
126071,25,Male,Business,5.9,2.5,0.0,No,54.2,8.0,Good,2,High School,Medium,7.0,Yes,3.27,5,5.2,No,1,10.1,Co-Learning Group,No,Medium,6,5,10,Kinesthetic,4.3,81
120032,16,Female,Biology,6.6,4.1,2.6,No,56.7,6.3,Poor,6,PhD,High,7.2,Yes,3.4,2,3.4,No,2,13.5,Dorm,No,Low,5,3,10,Visual,1.4,89
149009,18,Other,Engineering,1.5,1.8,3.0,No,72.8,10.1,Fair,1,Bachelor,Medium,6.8,No,2.96,1,5.2,No,1,8.3,Quiet Room,No,High,8,2,10,Kinesthetic,6.4,76
121174,28,Female,Computer Science,4.9451642126979465,4.5,3.1,No,59.6,8.3,Good,2,PhD,Medium,10,Yes,4.0,5,6.0,No,1,12.9,Dorm,No,Medium,2,7,8,Reading,5.6,94
170697,23,Male,Computer Science,6.440711155029296,1.3,1.0,No,62.1,5.2,Fair,7,PhD,High,6.2,Yes,3.28,1,8.1,No,5,10.7,Library,No,High,9,10,5,Reading,4.4,83
169514,22,Male,Arts,3.1,1.9,1.1,Yes,61.9,6.6,Fair,7,Some College,Low,5.7,Yes,4.0,8,8.8,Yes,1,7.2,Library,Yes,High,5,1,10,Visual,2.2,100
100074,21,Male,Engineering,5.4,1.9,2.5,No,88.8,5.9,Good,2,Bachelor,Low,3.5,No,4.0,2,4.5,No,3,10.3,Cafe,Yes,Low,3,8,7,Kinesthetic,10.0,100
178504,17,Female,Business,3.2,4.9,3.3,No,46.6,6.9,Good,5,Some College,Low,7.6,No,4.0,5,10,No,1,13.2,Quiet Room,No,High,3,5,10,Auditory,1.4,94
142487,24,Other,Biology,4.7,3.2,1.5,Yes,99.9,5.2,Fair,2,Bachelor,Low,9.5,Yes,4.0,2,5.8,No,5,10.7,Dorm,No,Medium,3,9,6,Kinesthetic,7.9,90
164042,25,Male,Arts,8.7,4.2,0.6,Yes,74.3,7.7,Fair,3,Bachelor,High,4.9,Yes,3.77,7,4.1,No,1,13.7,Cafe,No,Low,8,5,10,Kinesthetic,2.6,97
102552,22,Female,Business,7.8,1.0,0.9,No,83.7,7.1,Fair,3,High School,Low,6.2,No,3.26,3,8.1,Yes,5,9.7,Library,No,Medium,7,3,10,Reading,3.1,80
114662,23,Male,Psychology,4.3,3.7,0.6,No,71.0,6.9,Good,3,Some College,High,6.7,Yes,3.25,5,3.7,No,3,9.2,Library,No,Medium,10,1,10,Visual,3.5,77
147576,24,Other,Engineering,3.6,3.5,0.7,Yes,70.3,6.7,Poor,6,Some College,Medium,7.4,No,4.0,4,4.8,No,5,9.1,Dorm,Yes,Medium,10,5,10,Auditory,1.3,96
140306,17,Other,Arts,6.8,3.9,1.1,No,57.3,9.0,Fair,2,Some College,Medium,4.3,Yes,4.0,8,3.1,No,4,12.8,Quiet Room,Yes,Medium,8,7,8,Auditory,2.3,100
131385,18,Other,Business,5.6,2.2,1.6,No,88.0,7.1,Good,1,PhD,Medium,9.4,No,4.0,3,6.4,No,0,10.6,Library,No,Low,7,10,5,Visual,6.1,100
107592,27,Female,Computer Science,5.895761509274378,1.7,1.3,No,46.4,8.6,Fair,7,Bachelor,Low,7.3,Yes,4.0,6,4.9,No,0,10.4,Library,Yes,Low,6,2,10,Auditory,1.6,100
131571,27,Other,Psychology,6.4,2.7,1.4,Yes,72.0,8.5,Good,2,Master,High,7.7,Yes,4.0,4,2.6,No,2,11.3,Cafe,Yes,Medium,9,6,9,Reading,6.7,100
174364,25,Female,Psychology,0.2,4.2,0.2,Yes,51.2,7.2,Good,5,Some College,High,6.4,Yes,4.0,1,3.2,No,4,5.8,Library,Yes,Medium,4,5,10,Kinesthetic,4.2,100
110322,16,Female,Psychology,4.6,1.1,3.5,Yes,90.0,7.2,Good,2,High School,Medium,10,No,3.67,3,2.8,No,1,10.6,Library,Yes,Low,2,4,10,Visual,7.7,89
111226,27,Male,Business,2.1,0.7,1.6,No,43.3,8.9,Fair,5,High School,Medium,6.4,No,3.4,7,5.0,No,0,4.6,Co-Learning Group,Yes,High,1,2,10,Reading,1.7,85
163699,19,Other,Business,4.8,0.7,3.4,No,51.6,6.1,Good,7,High School,Low,6.0,No,4.0,1,4.2,No,5,9.5,Cafe,No,Medium,7,1,10,Kinesthetic,8.8,99
109071,23,Other,Biology,5.9,3.7,1.7,No,40.1,7.6,Poor,0,Some College,Medium,10,No,3.11,3,4.3,No,4,11.9,Dorm,No,Medium,1,1,10,Kinesthetic,6.7,81
169822,22,Female,Biology,4.8,2.0,2.0,No,76.4,7.5,Good,0,Some College,High,8.1,No,3.14,3,6.2,No,1,9.8,Dorm,Yes,Medium,5,3,10,Kinesthetic,4.8,79
116483,25,Female,Biology,2.6,2.9,2.3,Yes,93.5,8.2,Fair,6,Master,High,5.8,No,3.34,3,5.1,No,1,9.0,Co-Learning Group,Yes,Low,2,9,6,Kinesthetic,9.9,88
116828,24,Male,Psychology,4.2,3.7,1.8,No,76.5,7.2,Good,0,Bachelor,Low,4.2,No,2.24,6,6.9,No,0,11.7,Dorm,No,Medium,6,5,10,Reading,4.5,61
162296,27,Male,Biology,6.0,4.5,1.8,Yes,91.2,4.9,Good,4,Some College,Medium,6.5,Yes,2.61,5,6.5,No,5,13.3,Cafe,No,High,3,4,10,Auditory,5.9,60
172063,23,Male,Arts,2.1,3.9,2.3,Yes,83.3,4,Fair,0,Master,High,4.4,No,4.0,4,3.1,No,0,8.6,Library,Yes,Low,8,5,10,Kinesthetic,2.9,100
121643,18,Female,Engineering,5.2,4.1,3.0,No,89.6,6.8,Good,4,High School,Low,6.1,Yes,4.0,8,2.5,No,4,13.4,Quiet Room,No,Medium,5,4,10,Reading,4.6,99
134741,27,Other,Computer Science,4.571171806202559,1.7,1.8,No,88.4,6.7,Good,2,High School,High,4.6,No,4.0,1,5.6,No,2,8.7,Library,No,High,4,7,8,Visual,5.6,100
169163,26,Male,Biology,4.7,2.4,3.8,Yes,55.5,9.1,Fair,1,Some College,High,7.2,Yes,4.0,2,2.9,No,1,11.3,Library,No,Medium,9,8,7,Auditory,6.8,97
179507,18,Male,Computer Science,5.787913337002094,3.7,2.0,Yes,60.2,8.5,Fair,5,Some College,Medium,6.1,Yes,3.59,3,4.6,No,2,12.9,Library,No,Medium,7,1,10,Reading,1.9,87
155461,20,Female,Psychology,8.1,0.7,0.3,Yes,57.9,9.4,Good,3,Bachelor,High,5.4,Yes,3.89,1,4.4,No,5,10.9,Dorm,No,Medium,8,8,7,Reading,8.3,100
127760,18,Male,Biology,2.1,0.6,3.4,No,67.9,9.1,Fair,0,Bachelor,Medium,7.6,Yes,2.77,4,2.1,No,5,8.0,Library,No,High,4,1,10,Reading,9.6,69
170686,25,Other,Computer Science,7.5414128470540955,2.0,2.7,No,66.9,6.0,Good,6,Master,Medium,4.5,Yes,4.0,2,4.2,No,0,13.4,Cafe,Yes,Medium,8,3,10,Auditory,8.4,94
126365,23,Male,Biology,4.0,2.9,1.3,Yes,99.1,8.1,Good,4,Bachelor,High,3.0,Yes,3.43,6,1.8,No,0,8.9,Dorm,No,Medium,6,7,8,Kinesthetic,8.7,81
140857,23,Male,Business,7.1,4.4,3.3,No,61.8,4,Fair,3,PhD,Medium,3.6,No,4.0,8,3.9,No,1,15.9,Co-Learning Group,No,Low,8,9,6,Reading,8.0,88
152296,20,Male,Arts,2.1,1.5,3.8,Yes,60.2,6.0,Good,5,Master,Medium,6.7,No,3.56,4,6.4,No,4,8.6,Dorm,Yes,Low,6,5,10,Visual,3.8,78
148944,17,Male,Business,6.6,0.5,3.8,No,62.3,7.2,Poor,1,Bachelor,Medium,5.7,Yes,3.54,3,4.8,No,2,11.4,Library,Yes,Low,5,6,9,Visual,4.7,85
157422,24,Female,Engineering,3.4,0.5,3.9,Yes,85.5,9.1,Good,2,Bachelor,High,6.9,No,4.0,4,5.3,No,2,9.8,Library,Yes,Low,8,9,6,Auditory,5.6,91
167839,16,Female,Engineering,7.6,4.8,2.6,Yes,75.5,4.3,Good,5,PhD,Medium,7.1,Yes,3.44,3,3.7,No,1,16.8,Dorm,No,Medium,3,6,9,Kinesthetic,2.2,89
159177,21,Female,Computer Science,0.9757058311188196,1.2,1.3,No,71.2,6.6,Poor,7,Master,High,4.5,No,3.7,6,2.4,No,1,5.2,Quiet Room,Yes,Low,2,4,10,Visual,7.9,96
115860,23,Female,Arts,8.5,2.0,3.4,No,84.1,7.5,Fair,1,High School,High,4.7,No,3.46,3,3.7,No,2,14.7,Dorm,Yes,Medium,2,3,10,Auditory,1.9,83
132493,16,Male,Biology,3.5,4.2,1.0,Yes,77.3,7.3,Good,7,PhD,Low,6.6,No,3.84,1,3.1,No,0,9.2,Dorm,No,High,1,7,8,Kinesthetic,3.2,94
129451,26,Male,Arts,6.8,0.1,3.9,Yes,81.3,8.1,Poor,1,PhD,Medium,6.0,Yes,4.0,3,5.0,No,3,11.6,Library,No,High,1,8,7,Visual,1.0,100
108392,16,Female,Computer Science,5.407484228052184,3.3,1.1,Yes,57.5,4,Fair,6,PhD,High,5.3,Yes,3.4,3,7.2,No,5,11.7,Quiet Room,Yes,Medium,1,1,10,Kinesthetic,8.9,84
144313,25,Other,Computer Science,2.220497091603224,4.7,3.0,No,97.9,5.8,Good,4,High School,High,5.9,Yes,3.33,2,1,No,3,10.0,Library,No,Medium,4,10,5,Auditory,3.8,84
102757,26,Female,Psychology,4.1,3.0,1.3,Yes,56.9,8.6,Poor,6,PhD,Low,9.8,No,4.0,1,9.0,Yes,5,10.1,Quiet Room,Yes,Medium,6,1,10,Auditory,2.5,98
177110,19,Female,Psychology,1.7,2.5,0.7,Yes,64.6,5.3,Good,0,Master,High,10,No,2.67,6,5.0,No,5,6.4,Quiet Room,Yes,Low,5,2,10,Reading,3.3,73
172603,25,Other,Arts,3.3,4.5,3.2,No,96.7,9.5,Fair,3,Master,Medium,9.4,No,2.61,5,3.8,No,4,11.6,Dorm,No,High,9,3,10,Reading,8.5,61
130161,26,Other,Arts,9.5,4.2,3.9,Yes,95.5,7.1,Fair,4,Some College,High,8.8,Yes,4.0,1,6.1,No,1,17.9,Library,No,High,6,1,10,Auditory,2.0,95
177128,18,Female,Business,2.7,3.8,2.5,Yes,97.7,8.8,Fair,7,Some College,High,7.699999999999999,No,4.0,8,7.4,No,3,10.7,Dorm,Yes,High,1,6,9,Auditory,6.9,90
128864,26,Male,Arts,1.5,4.0,0.6,Yes,71.2,5.3,Fair,4,High School,Medium,3.6,Yes,4.0,8,4.8,No,2,7.2,Dorm,Yes,Low,1,4,10,Auditory,7.6,100
100942,25,Male,Psychology,4.9,0.8,2.5,Yes,42.0,6.7,Good,2,Master,High,7.8,Yes,4.0,5,5.9,No,2,9.3,Library,Yes,High,6,7,8,Reading,3.7,95
109305,26,Female,Computer Science,6.149449980192862,0.7,2.8,No,62.7,10.8,Fair,1,High School,Low,6.4,Yes,3.88,7,6.4,No,0,10.2,Cafe,No,High,1,3,10,Reading,5.3,100
107716,21,Other,Biology,6.1,0.7,2.7,Yes,77.9,5.5,Good,0,PhD,Medium,8.7,Yes,4.0,3,6.7,No,3,10.3,Library,Yes,High,2,9,6,Visual,5.0,96
130007,18,Other,Arts,3.0,1.4,3.4,No,68.8,6.9,Good,6,PhD,Low,2.6,No,3.56,5,6.4,No,3,8.0,Dorm,Yes,High,4,3,10,Visual,8.6,90
108834,25,Other,Psychology,7.3,3.1,1.8,No,60.7,5.3,Good,5,Some College,Low,7.4,No,4.0,8,1.7,No,2,12.7,Library,Yes,Low,2,8,7,Kinesthetic,9.3,99
104117,28,Male,Computer Science,4.171595845366828,3.5,0.9,Yes,83.6,8.1,Good,0,Bachelor,Low,8.9,Yes,3.93,5,2.8,No,2,10.5,Library,No,Medium,5,2,10,Visual,5.5,90
143309,17,Other,Computer Science,2.659833135437243,1.1,3.2,No,65.2,8.7,Fair,3,Some College,High,6.0,No,2.35,8,8.3,Yes,5,7.6,Co-Learning Group,No,Low,1,2,10,Visual,5.2,59
109287,24,Male,Business,3.4,0.6,2.2,Yes,74.9,5.4,Good,2,Master,High,10,Yes,4.0,7,4.8,No,0,7.1,Quiet Room,Yes,Low,5,5,10,Reading,7.6,100
167391,28,Other,Arts,5.1,2.8,2.8,Yes,96.2,7.2,Good,0,Master,Medium,7.4,Yes,4.0,2,3.7,No,0,12.5,Cafe,Yes,Low,1,5,10,Visual,9.6,99
131195,18,Female,Biology,3.0,0.9,1.5,No,77.1,8.3,Poor,5,Master,High,7.1,No,3.1,3,4.7,No,5,6.6,Cafe,Yes,High,10,6,9,Auditory,5.2,79
136500,18,Male,Biology,1.3,1.4,3.0,No,61.1,8.3,Fair,7,Master,Low,5.7,Yes,4.0,4,5.6,No,0,7.5,Co-Learning Group,No,High,7,9,6,Kinesthetic,8.6,100
163624,19,Other,Biology,6.0,4.2,2.0,Yes,49.7,7.1,Fair,3,PhD,Medium,10,Yes,3.98,1,1,No,3,12.7,Co-Learning Group,Yes,High,7,9,6,Auditory,4.7,100
128080,27,Other,Engineering,4.6,0.1,0.7,Yes,71.3,4.9,Good,0,PhD,High,3.4,Yes,4.0,2,2.8,No,4,7.2,Quiet Room,Yes,High,3,10,5,Reading,2.4,96
170678,28,Other,Computer Science,3.588606659334868,1.7,0.5,Yes,94.2,7.9,Good,7,Bachelor,Medium,4.0,No,3.45,2,3.6,No,1,7.4,Dorm,No,High,6,8,7,Reading,4.3,92
117342,17,Female,Psychology,4.0,2.9,3.3,Yes,48.5,7.8,Good,6,Master,High,6.5,No,3.68,7,6.7,No,4,11.6,Dorm,Yes,Low,1,9,6,Reading,5.1,90
174847,25,Other,Engineering,3.5,4.8,0.5,Yes,43.0,8.5,Good,7,High School,Low,5.3,No,3.03,4,4.4,No,4,10.5,Quiet Room,No,High,7,1,10,Kinesthetic,5.5,64
175525,18,Female,Psychology,4.6,4.4,3.2,No,66.0,8.6,Poor,2,Some College,Low,8.0,Yes,3.91,6,4.7,No,5,12.5,Dorm,Yes,Medium,1,2,10,Auditory,1.4,94
161953,17,Male,Arts,6.0,0.6,2.5,Yes,64.2,8.0,Good,7,Master,Low,6.1,No,4.0,2,4.9,No,0,10.3,Co-Learning Group,No,Low,6,6,9,Auditory,6.1,96
131850,20,Other,Business,2.5,4.3,2.5,No,44.2,8.0,Good,4,High School,Medium,6.4,Yes,4.0,2,2.0,No,0,9.6,Cafe,Yes,Medium,6,6,9,Auditory,1.6,100
161993,21,Other,Business,1.7,0.3,3.6,No,51.1,5.7,Good,6,PhD,Low,8.6,Yes,3.25,4,6.8,No,1,7.0,Co-Learning Group,Yes,Low,4,7,8,Kinesthetic,3.9,79
153354,26,Female,Business,4.2,3.8,3.8,Yes,93.0,6.6,Fair,2,Master,High,7.2,No,4.0,1,4.5,No,5,12.2,Co-Learning Group,No,Low,8,5,10,Kinesthetic,3.5,98
124957,28,Female,Psychology,6.8,4.3,1.8,Yes,64.7,9.1,Poor,6,High School,Medium,3.0,Yes,3.17,8,5.0,No,4,14.3,Library,No,Low,5,5,10,Reading,7.6,82
112363,24,Other,Arts,4.5,2.1,2.1,No,47.8,9.5,Fair,2,PhD,High,4.0,Yes,4.0,8,2.7,No,0,8.8,Cafe,No,Medium,4,9,6,Visual,2.5,97
112704,19,Other,Engineering,1.7,0.8,0.6,Yes,49.3,4.1,Poor,4,Bachelor,High,9.0,Yes,2.83,6,4.7,No,5,5.0,Library,Yes,High,2,7,8,Auditory,5.9,68
156498,27,Male,Arts,0.7,0.8,0.2,No,65.3,5.3,Poor,0,Master,Medium,5.1,Yes,4.0,3,6.1,No,2,2.7,Quiet Room,No,Medium,8,9,6,Auditory,9.2,100
146438,25,Female,Psychology,4.5,2.2,0.3,No,86.7,9.4,Good,2,Master,High,3.4000000000000004,No,2.89,2,7.4,No,4,7.7,Dorm,Yes,Low,5,6,9,Visual,9.0,67
155519,28,Other,Arts,4.0,0.6,2.8,No,42.4,8.7,Good,4,Some College,Low,9.0,Yes,3.73,4,5.2,No,2,8.3,Co-Learning Group,No,High,3,8,7,Visual,6.4,98
153883,21,Female,Business,0.6,1.9,2.9,Yes,72.6,5.5,Good,3,Some College,High,7.3,No,3.17,6,5.0,No,3,6.7,Co-Learning Group,No,Low,5,1,10,Visual,4.5,83
161213,28,Male,Business,0.1,3.3,2.0,No,71.6,8.0,Fair,5,PhD,Medium,6.8,No,3.54,8,10,No,4,6.6,Cafe,No,High,5,6,9,Reading,6.7,98
107100,18,Female,Arts,8.6,0.6,2.0,Yes,69.2,6.5,Fair,1,High School,High,3.1,Yes,3.48,4,5.9,No,5,12.9,Dorm,Yes,Low,7,6,9,Auditory,4.6,93
112899,26,Male,Psychology,5.9,1.0,3.8,Yes,69.6,7.2,Good,5,Master,Low,8.9,Yes,3.87,5,4.6,No,1,10.9,Cafe,No,Medium,5,2,10,Kinesthetic,7.3,92
107944,27,Other,Computer Science,4.803866419787477,3.6,2.9,No,99.5,6.0,Fair,6,PhD,Medium,10,Yes,4.0,3,4.3,No,1,11.7,Library,Yes,Low,4,3,10,Visual,4.9,98
152772,19,Male,Business,6.6,0.9,1.4,No,97.4,6.9,Good,3,Some College,Low,4.6,No,3.16,4,8.2,No,1,10.2,Cafe,No,High,3,10,5,Visual,2.8,71
144473,16,Female,Psychology,1.7,3.2,2.1,No,71.7,6.7,Good,0,Bachelor,High,7.6,Yes,3.08,7,6.5,No,2,7.8,Cafe,No,High,8,3,10,Visual,9.2,77
114322,28,Male,Business,3.6,1.1,1.4,No,99.7,6.7,Good,6,Some College,Low,4.5,Yes,3.97,7,7.5,No,2,7.4,Quiet Room,No,Low,2,4,10,Kinesthetic,8.3,100
132591,20,Male,Biology,4.9,0.8,1.0,Yes,44.1,6.9,Good,0,Bachelor,High,5.9,Yes,3.19,2,3.3,No,1,7.0,Dorm,Yes,Medium,3,5,10,Reading,1.6,80
125112,28,Female,Computer Science,3.955048479073938,4.6,2.7,Yes,59.9,8.6,Fair,6,Master,High,8.5,No,4.0,4,6.3,No,1,11.8,Quiet Room,Yes,Low,1,10,5,Auditory,5.1,97
124931,26,Male,Engineering,4.1,4.6,3.2,Yes,94.6,5.0,Good,3,Some College,Low,7.3,No,3.04,5,4.7,No,3,13.1,Quiet Room,Yes,High,3,2,10,Reading,4.3,72
170292,21,Other,Arts,5.6,3.7,1.3,No,97.5,7.1,Good,1,Some College,High,8.1,No,3.95,2,6.3,No,5,11.5,Dorm,No,Medium,5,3,10,Visual,8.6,100
158800,22,Male,Arts,3.2,1.7,2.6,No,64.2,6.7,Good,1,Some College,Medium,4.8,No,2.51,2,5.6,No,2,7.9,Dorm,No,Low,8,1,10,Kinesthetic,6.3,59
118373,19,Other,Biology,1.7,4.8,3.0,Yes,94.2,5.3,Poor,3,Master,High,5.5,No,3.63,8,3.6,No,1,10.8,Quiet Room,Yes,High,2,10,5,Visual,7.8,93
155296,21,Female,Psychology,1.9,4.6,2.8,Yes,96.2,9.4,Good,7,Master,High,4.6,Yes,4.0,6,7.7,No,0,11.2,Library,No,Low,2,4,10,Kinesthetic,3.6,100
124050,26,Other,Biology,5.1,4.5,3.7,No,72.7,7.6,Fair,4,High School,Low,9.9,No,4.0,2,7.4,No,4,13.6,Dorm,No,High,1,8,7,Auditory,8.4,100
136509,21,Other,Arts,2.6,3.2,2.5,Yes,40.2,11.0,Fair,1,Some College,Medium,5.4,Yes,3.92,3,2.4,No,4,10.2,Library,Yes,Low,1,1,10,Kinesthetic,8.0,95
160637,19,Other,Computer Science,5.141844257542533,1.2,2.9,Yes,94.7,7.3,Good,0,Master,High,7.1,No,3.81,4,7.0,No,5,9.9,Quiet Room,Yes,High,7,5,10,Reading,6.1,90
132742,27,Male,Biology,4.7,5.0,0.4,Yes,82.0,7.0,Fair,6,Bachelor,Medium,3.1,Yes,4.0,3,3.4,No,3,10.4,Quiet Room,No,High,9,5,10,Auditory,8.0,99
109880,22,Other,Business,1.4,0.3,3.7,Yes,97.6,4.6,Good,1,Master,Medium,6.9,Yes,3.59,6,5.8,No,0,5.8,Dorm,Yes,Low,1,2,10,Reading,5.9,91
158082,23,Other,Computer Science,4.613773366879703,0.7,1.6,Yes,75.0,8.5,Good,0,High School,Low,8.3,Yes,4.0,2,6.2,No,3,7.9,Dorm,Yes,High,9,10,5,Auditory,5.2,99
172132,21,Female,Biology,3.9,4.1,2.1,No,60.6,4.8,Poor,0,PhD,High,8.5,No,4.0,6,3.8,No,5,11.7,Co-Learning Group,No,Medium,9,8,7,Auditory,6.9,92
112833,24,Other,Arts,1.1,2.0,2.0,Yes,84.2,6.1,Good,2,High School,High,9.8,Yes,3.54,1,5.8,No,1,7.1,Library,No,Low,3,2,10,Auditory,5.0,91
106630,28,Female,Business,2.5,4.5,0.3,No,61.5,6.5,Good,1,PhD,Low,5.0,Yes,3.73,8,7.1,No,0,8.5,Dorm,No,Low,4,10,5,Auditory,8.0,95
170855,28,Female,Computer Science,1.745414638900995,1.2,3.9,No,63.8,8.7,Good,4,Master,High,5.5,Yes,2.51,2,7.5,No,4,8.6,Dorm,Yes,Low,7,7,8,Kinesthetic,8.7,64
101934,19,Male,Biology,4.4,4.6,1.2,Yes,50.2,6.9,Fair,2,Some College,High,4.6,No,2.99,7,5.3,No,4,10.5,Quiet Room,Yes,Low,3,1,10,Auditory,1.1,68
112224,16,Male,Computer Science,3.9042478404660326,3.2,1.1,No,66.3,8.0,Good,7,Master,Medium,4.5,No,4.0,4,8.8,No,5,10.0,Quiet Room,No,Medium,10,10,5,Auditory,6.6,100
130982,20,Male,Arts,3.3,1.0,2.8,No,83.2,9.0,Fair,1,Bachelor,Medium,6.4,No,4.0,7,3.4,No,5,8.1,Co-Learning Group,No,Medium,6,10,5,Visual,3.6,100
121798,16,Other,Psychology,5.7,1.6,2.2,Yes,87.4,5.9,Fair,2,High School,Low,6.0,Yes,4.0,6,6.6,No,3,9.6,Dorm,Yes,High,5,2,10,Kinesthetic,5.9,100
153269,23,Other,Business,0,4.8,2.0,No,71.1,4,Good,3,Bachelor,High,7.8,Yes,3.4,2,5.1,No,4,8.5,Library,Yes,High,6,2,10,Visual,6.9,89
163653,28,Female,Computer Science,2.241077278379497,4.8,1.8,No,86.5,5.9,Good,7,Bachelor,Medium,8.5,No,4.0,5,6.4,No,1,9.1,Quiet Room,No,Low,1,10,5,Visual,9.3,98
163092,19,Other,Psychology,5.6,0.4,2.2,Yes,72.7,8.5,Fair,4,Some College,Low,8.7,No,4.0,4,3.4,No,2,9.2,Co-Learning Group,No,High,2,9,6,Kinesthetic,7.2,100
128016,21,Male,Engineering,3.6,3.4,2.4,No,62.2,9.9,Good,4,Master,Low,3.0,No,3.61,6,5.5,No,5,9.7,Quiet Room,Yes,Low,9,7,8,Kinesthetic,5.3,96
152565,20,Other,Engineering,1.0,1.2,2.6,No,62.4,7.7,Fair,7,PhD,High,8.7,No,3.62,5,3.1,No,0,6.4,Co-Learning Group,Yes,Medium,7,3,10,Visual,9.0,84
107685,27,Male,Biology,6.6,2.3,0.2,Yes,85.1,5.4,Poor,1,Bachelor,Low,4.3,Yes,3.48,8,4.3,No,5,9.4,Cafe,No,High,4,1,10,Visual,2.9,87
121579,16,Female,Arts,5.4,2.9,2.3,Yes,83.2,5.0,Good,2,Master,Medium,7.9,No,4.0,1,7.2,No,1,11.3,Quiet Room,Yes,High,5,7,8,Visual,7.2,100
149672,18,Other,Psychology,1.4,1.7,0.9,Yes,68.5,8.5,Fair,5,High School,Low,4.7,Yes,2.76,7,1.8,No,3,4.3,Cafe,Yes,Low,10,2,10,Visual,5.9,70
100282,16,Other,Business,6.2,0.1,1.3,No,74.4,5.7,Good,5,High School,Medium,7.0,No,3.92,1,4.0,No,2,8.7,Dorm,No,High,4,6,9,Auditory,5.5,99
151173,27,Other,Biology,6.7,2.3,3.0,No,67.8,7.7,Fair,3,Bachelor,High,8.5,Yes,4.0,5,5.6,No,4,12.3,Library,Yes,Low,1,2,10,Visual,2.6,100
134760,22,Other,Computer Science,3.2600481676222417,3.4,3.7,No,76.3,6.9,Good,0,High School,High,9.0,No,3.96,5,6.0,No,0,11.5,Co-Learning Group,No,Medium,9,1,10,Reading,4.7,100
159638,24,Male,Business,3.9,1.6,2.3,No,54.6,7.8,Good,0,Master,Medium,9.0,Yes,4.0,4,6.5,No,3,9.4,Quiet Room,No,Low,10,9,6,Kinesthetic,2.9,100
137388,16,Female,Biology,4.5,2.2,3.4,No,68.0,6.7,Fair,4,Bachelor,Medium,9.8,No,2.42,6,6.4,No,2,11.9,Dorm,No,Low,1,4,10,Visual,3.0,66
155444,23,Female,Computer Science,0,0.7,1.3,Yes,60.3,4,Poor,2,Some College,Low,3.7,Yes,3.6,2,8.0,No,0,3.7,Dorm,No,Medium,7,9,6,Auditory,6.1,83
